shipment_id,order_id,actual_delivery_date,shipping_cost,delay_days,status
240,240,2023-10-31,420.16,4,Delayed
241,241,2023-03-08,274.14,4,Delayed
242,242,2023-06-08,343.14,-1,Early
243,243,2023-05-04,97.96,9,Delayed
244,244,2023-01-17,455.01,3,Delayed
245,245,2023-11-12,162.83,5,Delayed
246,246,2023-05-23,307.98,6,Delayed
247,247,2024-01-01,222.41,-2,Early
248,248,2023-05-14,209.24,7,Delayed
249,249,2023-12-22,87.26,5,Delayed
250,250,2023-10-28,80.71,3,Delayed
251,251,2023-06-05,210.05,8,Delayed
252,252,2023-04-13,324.68,0,On-time
253,253,2023-06-08,348.65,3,Delayed
254,254,2024-01-09,267.69,3,Delayed
255,255,2023-06-06,168.02,7,Delayed
256,256,2023-09-08,430.88,2,On-time
257,257,2023-09-08,200.41,8,Delayed
258,258,2023-02-14,204.97,7,Delayed
259,259,2023-11-12,272.97,7,Delayed
260,260,2023-06-09,256.86,8,Delayed
261,261,2023-09-10,409.74,2,On-time
262,262,2023-06-22,52.36,14,Delayed
263,263,2023-12-07,91.21,9,Delayed
264,264,2023-07-23,405.51,13,Delayed
265,265,2024-01-04,133.31,6,Delayed
266,266,2023-08-12,337.53,7,Delayed
267,267,2023-08-18,361.52,-2,Early
268,268,2023-03-16,456.51,8,Delayed
269,269,2023-04-01,494.45,9,Delayed
270,270,2024-01-05,367.51,7,Delayed
271,271,2023-02-18,300.11,9,Delayed
272,272,2023-11-29,65.28,8,Delayed
273,273,2023-02-12,136.67,4,Delayed
274,274,2023-04-06,474.92,10,Delayed
275,275,2023-09-26,74.7,1,On-time
276,276,2023-11-27,423.01,0,On-time
277,277,2023-07-03,214.11,-2,Early
278,278,2023-08-30,84.63,9,Delayed
279,279,2023-09-15,248.46,2,On-time
280,280,2023-10-05,191.88,4,Delayed
281,281,2023-05-30,347.74,-2,Early
282,282,2023-05-12,242.07,-1,Early
283,283,2023-08-06,60.98,9,Delayed
284,284,2023-04-16,50.11,12,Delayed
285,285,2023-07-08,409.45,4,Delayed
286,286,2023-06-16,73.71,4,Delayed
287,287,2023-12-08,265.94,-2,Early
288,288,2023-10-15,172.26,6,Delayed
289,289,2023-11-13,238.0,8,Delayed
290,290,2023-06-30,379.52,4,Delayed
291,291,2023-11-09,209.58,-2,Early
292,292,2023-02-12,155.12,-1,Early
293,293,2024-01-25,459.65,6,Delayed
294,294,2023-12-17,226.23,6,Delayed
295,295,2023-03-17,477.48,1,On-time
296,296,2023-03-03,237.91,2,On-time
297,297,2023-09-23,320.36,7,Delayed
298,298,2023-08-08,496.03,-1,Early
299,299,2023-06-14,427.02,8,Delayed
300,300,2023-08-19,280.71,3,Delayed
301,301,2023-10-30,222.84,7,Delayed
302,302,2023-10-09,400.81,6,Delayed
303,303,2023-03-01,333.4,5,Delayed
304,304,2023-06-22,467.49,6,Delayed
305,305,2023-09-06,167.11,7,Delayed
306,306,2024-01-17,363.21,2,On-time
307,307,2024-01-16,258.52,7,Delayed
308,308,2023-06-29,65.69,7,Delayed
309,309,2023-07-24,91.17,1,On-time
310,310,2023-10-17,172.83,6,Delayed
311,311,2023-04-25,433.49,6,Delayed
312,312,2023-12-10,344.86,9,Delayed
313,313,2023-05-14,176.63,4,Delayed
314,314,2023-05-16,166.89,9,Delayed
315,315,2023-09-02,289.67,2,On-time
316,316,2023-09-16,357.47,2,On-time
317,317,2023-04-22,77.68,7,Delayed
318,318,2023-11-17,206.51,2,On-time
319,319,2023-12-26,439.02,-1,Early
320,320,2023-05-04,408.84,0,On-time
321,321,2023-05-29,120.8,5,Delayed
322,322,2023-11-15,157.41,6,Delayed
323,323,2023-02-05,328.38,2,On-time
324,324,2023-10-26,446.74,3,Delayed
325,325,2023-10-07,445.58,7,Delayed
326,326,2023-11-22,200.8,7,Delayed
327,327,2023-04-20,418.09,4,Delayed
328,328,2023-12-24,179.17,9,Delayed
329,329,2023-12-07,334.32,13,Delayed
330,330,2023-01-31,292.99,-1,Early
331,331,2023-04-02,177.5,0,On-time
332,332,2023-08-21,483.35,4,Delayed
333,333,2023-10-21,469.41,9,Delayed
334,334,2023-06-13,359.55,8,Delayed
335,335,2023-06-26,124.87,4,Delayed
336,336,2023-02-28,311.98,9,Delayed
337,337,2024-01-02,83.61,-2,Early
338,338,2023-03-11,488.07,1,On-time
339,339,2023-11-01,108.54,11,Delayed
340,340,2023-12-27,59.96,9,Delayed
341,341,2023-12-04,418.45,3,Delayed
342,342,2023-05-14,250.66,8,Delayed
343,343,2023-11-09,241.78,4,Delayed
344,344,2023-12-28,407.66,6,Delayed
345,345,2024-01-20,87.07,8,Delayed
346,346,2023-03-13,172.97,1,On-time
347,347,2023-06-14,64.09,3,Delayed
348,348,2023-06-03,435.81,7,Delayed
349,349,2023-08-30,173.4,1,On-time
350,350,2024-01-18,194.33,0,On-time
351,351,2023-04-05,145.9,3,Delayed
352,352,2023-09-14,215.84,-2,Early
353,353,2023-02-03,485.69,9,Delayed
354,354,2023-09-12,399.47,8,Delayed
355,355,2024-01-05,392.46,10,Delayed
356,356,2023-07-11,182.38,2,On-time
357,357,2023-05-07,327.49,10,Delayed
358,358,2023-12-24,319.25,6,Delayed
359,359,2023-12-06,301.29,9,Delayed
360,360,2023-05-22,343.18,6,Delayed
361,361,2023-03-05,408.9,2,On-time
362,362,2023-05-23,117.31,13,Delayed
363,363,2023-11-29,226.62,2,On-time
364,364,2023-04-06,362.74,3,Delayed
365,365,2023-03-26,458.52,3,Delayed
366,366,2023-07-30,97.22,8,Delayed
367,367,2023-01-23,306.91,-2,Early
368,368,2023-03-21,366.11,3,Delayed
369,369,2023-02-17,473.56,9,Delayed
370,370,2023-10-02,89.54,-2,Early
371,371,2023-10-04,211.01,0,On-time
372,372,2023-12-18,305.39,4,Delayed
373,373,2023-12-30,140.07,9,Delayed
374,374,2023-08-10,478.2,4,Delayed
375,375,2023-09-19,317.65,2,On-time
376,376,2023-06-28,293.58,6,Delayed
377,377,2023-03-17,476.31,4,Delayed
378,378,2023-12-03,202.75,11,Delayed
379,379,2023-07-31,347.37,8,Delayed
380,380,2023-09-01,402.72,1,On-time
381,381,2023-03-11,123.8,0,On-time
382,382,2023-11-01,316.98,10,Delayed
383,383,2023-05-18,442.3,9,Delayed
384,384,2023-08-12,261.58,7,Delayed
385,385,2023-06-29,245.14,7,Delayed
386,386,2023-05-19,59.39,0,On-time
387,387,2023-09-24,498.35,0,On-time
388,388,2023-03-07,86.69,6,Delayed
389,389,2023-07-21,82.49,0,On-time
390,390,2023-11-23,128.39,0,On-time
391,391,2024-01-02,384.22,4,Delayed
392,392,2023-12-20,380.91,1,On-time
393,393,2023-06-06,294.49,1,On-time
394,394,2023-03-09,247.38,0,On-time
395,395,2023-03-29,322.78,2,On-time
396,396,2023-07-26,344.75,1,On-time
397,397,2023-06-06,460.56,0,On-time
398,398,2023-11-01,259.62,9,Delayed
399,399,2023-12-26,109.21,4,Delayed
400,400,2023-12-15,320.83,5,Delayed
401,401,2023-06-14,487.13,7,Delayed
402,402,2023-01-24,81.11,4,Delayed
403,403,2023-12-31,441.84,6,Delayed
404,404,2023-12-21,348.18,5,Delayed
405,405,2023-05-17,225.99,4,Delayed
406,406,2023-07-16,436.09,6,Delayed
407,407,2023-07-02,398.06,2,On-time
408,408,2023-02-12,156.66,5,Delayed
409,409,2023-03-01,248.91,10,Delayed
410,410,2023-12-24,351.23,7,Delayed
411,411,2023-09-02,161.92,6,Delayed
412,412,2023-10-22,163.64,13,Delayed
413,413,2023-03-19,66.5,3,Delayed
414,414,2023-11-08,290.08,2,On-time
415,415,2023-06-13,412.55,0,On-time
416,416,2023-11-20,301.16,11,Delayed
417,417,2023-06-24,171.39,8,Delayed
418,418,2023-05-28,154.01,-1,Early
419,419,2023-01-17,104.95,7,Delayed
420,420,2023-04-14,89.85,3,Delayed
421,421,2024-01-13,68.71,-2,Early
422,422,2023-12-24,265.95,7,Delayed
423,423,2023-02-11,478.32,8,Delayed
424,424,2023-03-06,311.05,4,Delayed
425,425,2023-11-17,269.98,5,Delayed
426,426,2023-08-29,106.58,9,Delayed
427,427,2023-02-04,140.83,3,Delayed
428,428,2023-09-05,134.76,4,Delayed
429,429,2023-03-19,249.69,4,Delayed
430,430,2023-08-11,164.89,7,Delayed
431,431,2023-06-29,475.08,0,On-time
432,432,2023-04-28,159.87,7,Delayed
433,433,2023-03-19,306.77,9,Delayed
434,434,2023-07-15,407.98,9,Delayed
435,435,2023-04-06,147.05,1,On-time
436,436,2023-05-26,309.73,2,On-time
437,437,2023-04-22,322.23,9,Delayed
438,438,2023-09-26,497.0,8,Delayed
439,439,2023-11-07,179.91,6,Delayed
440,440,2023-12-14,231.86,10,Delayed
441,441,2023-06-23,413.53,1,On-time
442,442,2023-09-07,192.74,1,On-time
443,443,2023-06-12,183.59,8,Delayed
444,444,2023-10-15,196.06,4,Delayed
445,445,2023-09-04,303.55,9,Delayed
446,446,2023-06-20,251.91,0,On-time
447,447,2023-11-17,249.99,-2,Early
448,448,2023-09-11,321.55,3,Delayed
449,449,2023-02-08,275.2,9,Delayed
450,450,2023-05-02,283.59,4,Delayed
451,451,2023-10-03,416.19,8,Delayed
452,452,2023-03-21,229.47,6,Delayed
453,453,2023-10-04,264.51,2,On-time
454,454,2024-01-16,415.84,10,Delayed
455,455,2023-10-04,284.56,1,On-time
456,456,2023-07-30,53.4,2,On-time
457,457,2023-07-05,159.57,4,Delayed
458,458,2023-12-27,138.72,8,Delayed
459,459,2023-03-19,124.85,3,Delayed
460,460,2023-06-03,178.19,1,On-time
461,461,2023-11-29,289.52,13,Delayed
462,462,2023-11-11,324.65,5,Delayed
463,463,2023-12-23,489.53,-1,Early
464,464,2024-01-29,131.52,7,Delayed
465,465,2023-08-11,286.32,9,Delayed
466,466,2024-01-09,407.03,4,Delayed
467,467,2024-01-03,241.04,12,Delayed
468,468,2023-01-23,297.6,5,Delayed
469,469,2023-05-16,100.54,5,Delayed
470,470,2023-05-02,281.83,4,Delayed
471,471,2023-03-08,145.42,9,Delayed
472,472,2023-10-21,212.35,7,Delayed
473,473,2023-07-12,209.04,12,Delayed
474,474,2023-07-30,185.93,7,Delayed
475,475,2024-01-05,240.68,7,Delayed
476,476,2023-08-28,395.0,9,Delayed
477,477,2024-01-08,313.97,7,Delayed
478,478,2023-06-03,438.26,0,On-time
479,479,2023-05-25,130.3,4,Delayed
480,480,2023-07-24,323.19,2,On-time
481,481,2023-06-24,225.91,8,Delayed
482,482,2023-08-25,494.5,6,Delayed
483,483,2023-03-19,354.13,0,On-time
484,484,2023-09-19,372.92,7,Delayed
485,485,2024-01-08,203.49,-2,Early
486,486,2023-02-28,201.75,0,On-time
487,487,2023-10-07,169.2,6,Delayed
488,488,2023-05-06,136.34,4,Delayed
489,489,2023-08-12,204.6,5,Delayed
490,490,2023-08-03,283.58,4,Delayed
491,491,2023-07-29,81.47,-1,Early
492,492,2023-03-15,316.77,2,On-time
493,493,2023-02-07,195.95,0,On-time
494,494,2023-03-19,73.55,0,On-time
495,495,2023-02-05,301.0,9,Delayed
496,496,2023-05-01,200.11,-1,Early
497,497,2023-11-21,480.93,3,Delayed
498,498,2023-06-22,234.27,6,Delayed
499,499,2023-02-21,50.56,8,Delayed
500,500,2023-12-07,263.7,14,Delayed
501,501,2023-09-25,118.59,4,Delayed
502,502,2023-12-04,395.87,4,Delayed
503,503,2023-04-02,284.43,0,On-time
504,504,2023-11-22,404.56,3,Delayed
505,505,2023-08-16,278.08,-2,Early
506,506,2023-02-26,66.27,3,Delayed
507,507,2023-10-21,203.75,-2,Early
508,508,2023-11-11,471.63,6,Delayed
509,509,2023-02-20,421.38,6,Delayed
510,510,2023-01-26,443.0,9,Delayed
511,511,2023-05-31,273.63,8,Delayed
512,512,2023-07-04,225.97,3,Delayed
513,513,2023-11-11,102.36,14,Delayed
514,514,2023-12-24,353.44,-1,Early
515,515,2023-12-15,412.67,9,Delayed
516,516,2023-09-02,86.41,4,Delayed
517,517,2023-02-06,119.21,2,On-time
518,518,2023-06-18,489.02,0,On-time
519,519,2023-09-16,109.64,9,Delayed
520,520,2023-04-29,322.87,3,Delayed
521,521,2023-12-21,394.16,-2,Early
522,522,2023-07-21,229.4,1,On-time
523,523,2023-09-11,104.79,6,Delayed
524,524,2023-09-20,110.82,2,On-time
525,525,2023-06-11,399.53,1,On-time
526,526,2023-03-03,277.76,9,Delayed
527,527,2023-10-24,433.15,-1,Early
528,528,2023-03-11,342.59,8,Delayed
529,529,2023-06-14,304.0,0,On-time
530,530,2023-08-22,76.17,-1,Early
531,531,2023-07-17,328.77,10,Delayed
532,532,2023-07-14,126.8,6,Delayed
533,533,2023-12-02,186.47,2,On-time
534,534,2023-12-15,361.23,0,On-time
535,535,2023-12-28,498.51,-2,Early
536,536,2023-11-14,149.36,-2,Early
537,537,2023-02-24,431.61,1,On-time
538,538,2023-07-14,448.97,-1,Early
539,539,2023-01-25,236.36,0,On-time
540,540,2023-09-02,396.19,6,Delayed
541,541,2023-02-27,266.6,4,Delayed
542,542,2023-08-03,311.97,5,Delayed
543,543,2023-06-15,290.89,4,Delayed
544,544,2023-04-10,425.44,-2,Early
545,545,2023-11-05,79.08,2,On-time
546,546,2024-01-05,169.63,1,On-time
547,547,2023-06-10,429.96,8,Delayed
548,548,2023-04-08,107.24,4,Delayed
549,549,2024-01-08,381.81,-1,Early
550,550,2023-06-28,326.34,7,Delayed
551,551,2023-11-07,480.3,3,Delayed
552,552,2023-04-10,404.11,3,Delayed
553,553,2023-05-25,414.0,11,Delayed
554,554,2023-05-08,67.29,0,On-time
555,555,2023-11-05,421.31,11,Delayed
556,556,2023-10-25,452.8,4,Delayed
557,557,2023-02-26,450.23,5,Delayed
558,558,2023-09-17,117.58,4,Delayed
559,559,2023-11-24,356.1,9,Delayed
560,560,2023-12-24,372.35,5,Delayed
561,561,2023-12-25,55.45,0,On-time
562,562,2023-10-26,224.42,2,On-time
563,563,2023-08-21,398.59,1,On-time
564,564,2023-10-10,209.68,6,Delayed
565,565,2023-04-21,347.14,7,Delayed
566,566,2023-07-12,59.43,5,Delayed
567,567,2023-06-01,402.12,11,Delayed
568,568,2023-06-06,221.87,5,Delayed
569,569,2023-12-06,164.94,-1,Early
570,570,2023-12-14,339.76,3,Delayed
571,571,2023-04-12,453.12,7,Delayed
572,572,2023-12-06,181.77,9,Delayed
573,573,2023-02-13,268.71,5,Delayed
574,574,2023-11-08,69.68,9,Delayed
575,575,2023-11-04,151.08,3,Delayed
576,576,2023-01-28,297.54,6,Delayed
577,577,2023-06-23,474.38,7,Delayed
578,578,2024-01-09,138.86,1,On-time
579,579,2023-02-11,178.66,-2,Early
580,580,2023-08-13,166.29,6,Delayed
581,581,2023-07-01,149.48,-1,Early
582,582,2023-06-28,301.02,7,Delayed
583,583,2023-07-23,129.84,4,Delayed
584,584,2023-07-07,171.2,5,Delayed
585,585,2023-06-03,124.17,9,Delayed
586,586,2023-03-01,418.0,4,Delayed
587,587,2023-11-24,204.07,0,On-time
588,588,2023-07-04,315.66,3,Delayed
589,589,2023-04-29,97.67,5,Delayed
590,590,2023-09-07,443.0,4,Delayed
591,591,2023-02-13,122.03,8,Delayed
592,592,2023-09-18,415.29,7,Delayed
593,593,2023-07-17,496.31,11,Delayed
594,594,2023-09-24,445.92,5,Delayed
595,595,2023-09-15,299.79,-1,Early
596,596,2023-03-13,359.55,4,Delayed
597,597,2023-08-04,52.35,6,Delayed
598,598,2023-08-09,424.71,9,Delayed
599,599,2023-04-29,215.57,11,Delayed
600,600,2023-03-11,428.89,10,Delayed
601,601,2023-10-21,498.35,5,Delayed
602,602,2023-11-29,339.51,1,On-time
603,603,2023-08-07,316.87,9,Delayed
604,604,2023-07-20,50.85,2,On-time
605,605,2023-10-14,328.82,4,Delayed
606,606,2023-01-31,224.45,1,On-time
607,607,2023-06-24,266.44,-2,Early
608,608,2023-03-26,310.99,0,On-time
609,609,2023-07-01,73.76,6,Delayed
610,610,2023-08-03,412.25,5,Delayed
611,611,2023-12-02,274.22,11,Delayed
612,612,2023-10-06,200.41,0,On-time
613,613,2023-06-18,404.88,9,Delayed
614,614,2023-07-08,116.35,0,On-time
615,615,2023-07-08,156.14,6,Delayed
616,616,2023-05-31,410.62,1,On-time
617,617,2023-02-20,184.75,10,Delayed
618,618,2023-10-02,336.28,-2,Early
619,619,2023-04-13,496.01,8,Delayed
620,620,2024-01-22,307.34,9,Delayed
621,621,2023-09-06,213.01,2,On-time
622,622,2023-08-11,365.11,-1,Early
623,623,2023-11-19,283.14,3,Delayed
624,624,2023-02-17,166.68,5,Delayed
625,625,2023-11-14,428.87,9,Delayed
626,626,2023-10-21,245.83,2,On-time
627,627,2023-09-23,334.03,4,Delayed
628,628,2023-07-17,459.23,9,Delayed
629,629,2023-05-05,394.48,7,Delayed
630,630,2023-06-24,109.11,3,Delayed
631,631,2024-01-16,345.63,8,Delayed
632,632,2023-09-30,177.24,1,On-time
633,633,2023-10-28,167.77,7,Delayed
634,634,2023-11-16,404.21,0,On-time
635,635,2023-07-14,391.73,7,Delayed
636,636,2023-06-30,170.66,9,Delayed
637,637,2023-12-15,65.13,6,Delayed
638,638,2023-05-03,302.9,1,On-time
639,639,2023-10-24,234.99,2,On-time
640,640,2023-11-30,156.55,4,Delayed
641,641,2023-02-10,107.59,5,Delayed
642,642,2023-05-10,422.54,4,Delayed
643,643,2023-06-30,378.87,5,Delayed
