inventory_id,product_id,date,stock_level,reorder_point
82,3,2023-12-22,85,30
83,3,2023-12-23,79,30
84,3,2023-12-24,69,30
85,3,2023-12-25,62,30
86,3,2023-12-26,52,30
87,3,2023-12-27,47,30
88,3,2023-12-28,45,30
89,3,2023-12-29,37,30
90,3,2023-12-30,28,30
91,4,2023-12-01,138,30
92,4,2023-12-02,128,30
93,4,2023-12-03,119,30
94,4,2023-12-04,117,30
95,4,2023-12-05,111,30
96,4,2023-12-06,107,30
97,4,2023-12-07,103,30
98,4,2023-12-08,101,30
99,4,2023-12-09,99,30
100,4,2023-12-10,99,30
101,4,2023-12-11,90,30
102,4,2023-12-12,84,30
103,4,2023-12-13,75,30
104,4,2023-12-14,75,30
105,4,2023-12-15,73,30
106,4,2023-12-16,64,30
107,4,2023-12-17,59,30
108,4,2023-12-18,50,30
109,4,2023-12-19,47,30
110,4,2023-12-20,37,30
111,4,2023-12-21,28,30
112,4,2023-12-22,27,30
113,4,2023-12-23,20,30
114,4,2023-12-24,89,30
115,4,2023-12-25,88,30
116,4,2023-12-26,85,30
117,4,2023-12-27,80,30
118,4,2023-12-28,75,30
119,4,2023-12-29,73,30
120,4,2023-12-30,63,30
121,5,2023-12-01,62,30
122,5,2023-12-02,52,30
123,5,2023-12-03,47,30
124,5,2023-12-04,40,30
125,5,2023-12-05,40,30
126,5,2023-12-06,36,30
127,5,2023-12-07,33,30
128,5,2023-12-08,30,30
129,5,2023-12-09,29,30
130,5,2023-12-10,24,30
131,5,2023-12-11,20,30
132,5,2023-12-12,115,30
133,5,2023-12-13,115,30
134,5,2023-12-14,115,30
135,5,2023-12-15,109,30
136,5,2023-12-16,102,30
137,5,2023-12-17,96,30
138,5,2023-12-18,94,30
139,5,2023-12-19,88,30
140,5,2023-12-20,81,30
141,5,2023-12-21,75,30
142,5,2023-12-22,70,30
143,5,2023-12-23,62,30
144,5,2023-12-24,56,30
145,5,2023-12-25,55,30
146,5,2023-12-26,48,30
147,5,2023-12-27,39,30
148,5,2023-12-28,29,30
149,5,2023-12-29,83,30
150,5,2023-12-30,81,30
151,6,2023-12-01,164,30
152,6,2023-12-02,164,30
153,6,2023-12-03,160,30
154,6,2023-12-04,160,30
155,6,2023-12-05,155,30
156,6,2023-12-06,151,30
157,6,2023-12-07,150,30
158,6,2023-12-08,149,30
159,6,2023-12-09,144,30
160,6,2023-12-10,142,30
161,6,2023-12-11,136,30
162,6,2023-12-12,134,30
163,6,2023-12-13,133,30
164,6,2023-12-14,125,30
165,6,2023-12-15,124,30
166,6,2023-12-16,119,30
167,6,2023-12-17,110,30
168,6,2023-12-18,101,30
169,6,2023-12-19,94,30
170,6,2023-12-20,94,30
171,6,2023-12-21,88,30
172,6,2023-12-22,78,30
173,6,2023-12-23,76,30
174,6,2023-12-24,67,30
175,6,2023-12-25,61,30
176,6,2023-12-26,59,30
177,6,2023-12-27,59,30
178,6,2023-12-28,58,30
179,6,2023-12-29,53,30
180,6,2023-12-30,50,30
181,7,2023-12-01,92,30
182,7,2023-12-02,84,30
183,7,2023-12-03,76,30
184,7,2023-12-04,72,30
185,7,2023-12-05,62,30
186,7,2023-12-06,58,30
187,7,2023-12-07,54,30
188,7,2023-12-08,51,30
189,7,2023-12-09,50,30
190,7,2023-12-10,50,30
191,7,2023-12-11,44,30
192,7,2023-12-12,35,30
193,7,2023-12-13,27,30
194,7,2023-12-14,20,30
195,7,2023-12-15,71,30
196,7,2023-12-16,66,30
197,7,2023-12-17,66,30
198,7,2023-12-18,60,30
199,7,2023-12-19,59,30
200,7,2023-12-20,55,30
201,7,2023-12-21,45,30
202,7,2023-12-22,35,30
203,7,2023-12-23,26,30
204,7,2023-12-24,81,30
205,7,2023-12-25,80,30
206,7,2023-12-26,80,30
207,7,2023-12-27,77,30
208,7,2023-12-28,75,30
209,7,2023-12-29,65,30
210,7,2023-12-30,61,30
211,8,2023-12-01,63,30
212,8,2023-12-02,62,30
213,8,2023-12-03,58,30
214,8,2023-12-04,52,30
215,8,2023-12-05,45,30
216,8,2023-12-06,38,30
217,8,2023-12-07,28,30
218,8,2023-12-08,24,30
219,8,2023-12-09,23,30
220,8,2023-12-10,97,30
221,8,2023-12-11,91,30
222,8,2023-12-12,89,30
223,8,2023-12-13,84,30
224,8,2023-12-14,78,30
225,8,2023-12-15,73,30
226,8,2023-12-16,71,30
227,8,2023-12-17,64,30
228,8,2023-12-18,64,30
229,8,2023-12-19,60,30
230,8,2023-12-20,53,30
231,8,2023-12-21,46,30
232,8,2023-12-22,42,30
233,8,2023-12-23,39,30
234,8,2023-12-24,35,30
235,8,2023-12-25,26,30
236,8,2023-12-26,26,30
237,8,2023-12-27,24,30
238,8,2023-12-28,70,30
239,8,2023-12-29,69,30
240,8,2023-12-30,59,30
241,9,2023-12-01,130,30
242,9,2023-12-02,124,30
243,9,2023-12-03,115,30
244,9,2023-12-04,112,30
245,9,2023-12-05,104,30
246,9,2023-12-06,104,30
247,9,2023-12-07,98,30
248,9,2023-12-08,90,30
249,9,2023-12-09,84,30
250,9,2023-12-10,76,30
251,9,2023-12-11,66,30
252,9,2023-12-12,59,30
253,9,2023-12-13,50,30
254,9,2023-12-14,47,30
255,9,2023-12-15,40,30
256,9,2023-12-16,36,30
257,9,2023-12-17,35,30
258,9,2023-12-18,29,30
259,9,2023-12-19,29,30
260,9,2023-12-20,21,30
261,9,2023-12-21,95,30
262,9,2023-12-22,86,30
263,9,2023-12-23,76,30
264,9,2023-12-24,67,30
265,9,2023-12-25,65,30
266,9,2023-12-26,64,30
267,9,2023-12-27,57,30
268,9,2023-12-28,55,30
269,9,2023-12-29,53,30
270,9,2023-12-30,50,30
271,10,2023-12-01,97,30
272,10,2023-12-02,97,30
273,10,2023-12-03,91,30
274,10,2023-12-04,90,30
275,10,2023-12-05,80,30
276,10,2023-12-06,74,30
277,10,2023-12-07,71,30
278,10,2023-12-08,61,30
279,10,2023-12-09,59,30
280,10,2023-12-10,50,30
281,10,2023-12-11,46,30
282,10,2023-12-12,41,30
283,10,2023-12-13,40,30
284,10,2023-12-14,39,30
285,10,2023-12-15,33,30
286,10,2023-12-16,25,30
287,10,2023-12-17,104,30
288,10,2023-12-18,99,30
289,10,2023-12-19,95,30
290,10,2023-12-20,87,30
291,10,2023-12-21,80,30
292,10,2023-12-22,80,30
293,10,2023-12-23,71,30
294,10,2023-12-24,62,30
295,10,2023-12-25,54,30
296,10,2023-12-26,48,30
297,10,2023-12-27,47,30
298,10,2023-12-28,41,30
299,10,2023-12-29,39,30
300,10,2023-12-30,37,30
301,11,2023-12-01,186,30
302,11,2023-12-02,177,30
303,11,2023-12-03,176,30
304,11,2023-12-04,175,30
305,11,2023-12-05,166,30
306,11,2023-12-06,165,30
307,11,2023-12-07,161,30
308,11,2023-12-08,153,30
309,11,2023-12-09,148,30
310,11,2023-12-10,142,30
311,11,2023-12-11,138,30
312,11,2023-12-12,132,30
313,11,2023-12-13,122,30
314,11,2023-12-14,115,30
315,11,2023-12-15,106,30
316,11,2023-12-16,97,30
317,11,2023-12-17,90,30
318,11,2023-12-18,90,30
319,11,2023-12-19,88,30
320,11,2023-12-20,84,30
321,11,2023-12-21,78,30
322,11,2023-12-22,76,30
323,11,2023-12-23,67,30
324,11,2023-12-24,58,30
325,11,2023-12-25,48,30
326,11,2023-12-26,42,30
327,11,2023-12-27,42,30
328,11,2023-12-28,36,30
329,11,2023-12-29,31,30
330,11,2023-12-30,28,30
331,12,2023-12-01,55,30
332,12,2023-12-02,51,30
333,12,2023-12-03,46,30
334,12,2023-12-04,46,30
335,12,2023-12-05,41,30
336,12,2023-12-06,37,30
337,12,2023-12-07,33,30
338,12,2023-12-08,29,30
339,12,2023-12-09,22,30
340,12,2023-12-10,68,30
341,12,2023-12-11,65,30
342,12,2023-12-12,63,30
343,12,2023-12-13,59,30
344,12,2023-12-14,52,30
345,12,2023-12-15,47,30
346,12,2023-12-16,43,30
347,12,2023-12-17,37,30
348,12,2023-12-18,28,30
349,12,2023-12-19,73,30
350,12,2023-12-20,70,30
351,12,2023-12-21,63,30
352,12,2023-12-22,60,30
353,12,2023-12-23,54,30
354,12,2023-12-24,47,30
355,12,2023-12-25,39,30
356,12,2023-12-26,34,30
357,12,2023-12-27,34,30
358,12,2023-12-28,26,30
359,12,2023-12-29,24,30
360,12,2023-12-30,23,30
361,13,2023-12-01,121,30
362,13,2023-12-02,115,30
363,13,2023-12-03,113,30
364,13,2023-12-04,105,30
365,13,2023-12-05,96,30
366,13,2023-12-06,96,30
367,13,2023-12-07,94,30
368,13,2023-12-08,91,30
369,13,2023-12-09,88,30
370,13,2023-12-10,88,30
371,13,2023-12-11,85,30
372,13,2023-12-12,85,30
373,13,2023-12-13,78,30
374,13,2023-12-14,78,30
375,13,2023-12-15,73,30
376,13,2023-12-16,70,30
377,13,2023-12-17,66,30
378,13,2023-12-18,61,30
379,13,2023-12-19,54,30
380,13,2023-12-20,46,30
381,13,2023-12-21,40,30
382,13,2023-12-22,30,30
383,13,2023-12-23,29,30
384,13,2023-12-24,70,30
385,13,2023-12-25,67,30
386,13,2023-12-26,62,30
387,13,2023-12-27,55,30
388,13,2023-12-28,46,30
389,13,2023-12-29,39,30
390,13,2023-12-30,37,30
391,14,2023-12-01,162,30
392,14,2023-12-02,154,30
393,14,2023-12-03,149,30
394,14,2023-12-04,144,30
395,14,2023-12-05,142,30
396,14,2023-12-06,138,30
397,14,2023-12-07,137,30
398,14,2023-12-08,133,30
399,14,2023-12-09,133,30
400,14,2023-12-10,127,30
401,14,2023-12-11,127,30
402,14,2023-12-12,125,30
403,14,2023-12-13,116,30
404,14,2023-12-14,113,30
405,14,2023-12-15,110,30
406,14,2023-12-16,100,30
407,14,2023-12-17,97,30
408,14,2023-12-18,87,30
409,14,2023-12-19,84,30
410,14,2023-12-20,80,30
411,14,2023-12-21,70,30
412,14,2023-12-22,64,30
413,14,2023-12-23,56,30
414,14,2023-12-24,56,30
415,14,2023-12-25,46,30
416,14,2023-12-26,46,30
417,14,2023-12-27,39,30
418,14,2023-12-28,37,30
419,14,2023-12-29,27,30
420,14,2023-12-30,25,30
421,15,2023-12-01,49,30
422,15,2023-12-02,45,30
423,15,2023-12-03,36,30
424,15,2023-12-04,32,30
425,15,2023-12-05,22,30
426,15,2023-12-06,95,30
427,15,2023-12-07,89,30
428,15,2023-12-08,84,30
429,15,2023-12-09,77,30
430,15,2023-12-10,73,30
431,15,2023-12-11,70,30
432,15,2023-12-12,63,30
433,15,2023-12-13,59,30
434,15,2023-12-14,49,30
435,15,2023-12-15,41,30
436,15,2023-12-16,32,30
437,15,2023-12-17,26,30
438,15,2023-12-18,73,30
439,15,2023-12-19,73,30
440,15,2023-12-20,65,30
441,15,2023-12-21,55,30
442,15,2023-12-22,50,30
443,15,2023-12-23,42,30
444,15,2023-12-24,32,30
445,15,2023-12-25,23,30
446,15,2023-12-26,82,30
447,15,2023-12-27,78,30
448,15,2023-12-28,68,30
449,15,2023-12-29,67,30
450,15,2023-12-30,60,30
451,16,2023-12-01,61,30
452,16,2023-12-02,57,30
453,16,2023-12-03,47,30
454,16,2023-12-04,42,30
455,16,2023-12-05,38,30
456,16,2023-12-06,34,30
457,16,2023-12-07,24,30
458,16,2023-12-08,83,30
459,16,2023-12-09,80,30
460,16,2023-12-10,78,30
461,16,2023-12-11,70,30
462,16,2023-12-12,67,30
463,16,2023-12-13,67,30
464,16,2023-12-14,58,30
465,16,2023-12-15,52,30
466,16,2023-12-16,42,30
467,16,2023-12-17,37,30
468,16,2023-12-18,27,30
469,16,2023-12-19,25,30
470,16,2023-12-20,25,30
471,16,2023-12-21,96,30
472,16,2023-12-22,92,30
473,16,2023-12-23,88,30
474,16,2023-12-24,82,30
475,16,2023-12-25,76,30
476,16,2023-12-26,70,30
477,16,2023-12-27,70,30
478,16,2023-12-28,61,30
479,16,2023-12-29,52,30
480,16,2023-12-30,49,30
481,17,2023-12-01,134,30
482,17,2023-12-02,124,30
483,17,2023-12-03,116,30
484,17,2023-12-04,106,30
485,17,2023-12-05,99,30
486,17,2023-12-06,89,30
487,17,2023-12-07,84,30
488,17,2023-12-08,76,30
489,17,2023-12-09,72,30
490,17,2023-12-10,70,30
491,17,2023-12-11,60,30
492,17,2023-12-12,52,30
493,17,2023-12-13,50,30
494,17,2023-12-14,46,30
495,17,2023-12-15,45,30
496,17,2023-12-16,38,30
497,17,2023-12-17,36,30
498,17,2023-12-18,32,30
499,17,2023-12-19,24,30
500,17,2023-12-20,22,30
501,17,2023-12-21,83,30
502,17,2023-12-22,73,30
503,17,2023-12-23,72,30
504,17,2023-12-24,69,30
505,17,2023-12-25,64,30
506,17,2023-12-26,61,30
507,17,2023-12-27,57,30
508,17,2023-12-28,51,30
509,17,2023-12-29,46,30
510,17,2023-12-30,41,30
511,18,2023-12-01,107,30
512,18,2023-12-02,103,30
513,18,2023-12-03,96,30
514,18,2023-12-04,95,30
515,18,2023-12-05,88,30
516,18,2023-12-06,88,30
517,18,2023-12-07,78,30
518,18,2023-12-08,69,30
519,18,2023-12-09,60,30
520,18,2023-12-10,51,30
521,18,2023-12-11,50,30
522,18,2023-12-12,43,30
523,18,2023-12-13,40,30
524,18,2023-12-14,32,30
525,18,2023-12-15,31,30
526,18,2023-12-16,21,30
527,18,2023-12-17,98,30
528,18,2023-12-18,94,30
529,18,2023-12-19,88,30
530,18,2023-12-20,88,30
531,18,2023-12-21,86,30
532,18,2023-12-22,84,30
533,18,2023-12-23,81,30
534,18,2023-12-24,76,30
535,18,2023-12-25,70,30
536,18,2023-12-26,61,30
537,18,2023-12-27,54,30
538,18,2023-12-28,52,30
539,18,2023-12-29,47,30
540,18,2023-12-30,45,30
541,19,2023-12-01,63,30
542,19,2023-12-02,58,30
543,19,2023-12-03,48,30
544,19,2023-12-04,46,30
545,19,2023-12-05,41,30
546,19,2023-12-06,31,30
547,19,2023-12-07,31,30
548,19,2023-12-08,31,30
549,19,2023-12-09,24,30
550,19,2023-12-10,20,30
551,19,2023-12-11,115,30
552,19,2023-12-12,113,30
553,19,2023-12-13,104,30
554,19,2023-12-14,102,30
555,19,2023-12-15,95,30
556,19,2023-12-16,94,30
557,19,2023-12-17,92,30
558,19,2023-12-18,83,30
559,19,2023-12-19,77,30
560,19,2023-12-20,67,30
561,19,2023-12-21,61,30
562,19,2023-12-22,55,30
563,19,2023-12-23,49,30
564,19,2023-12-24,42,30
565,19,2023-12-25,36,30
566,19,2023-12-26,36,30
567,19,2023-12-27,36,30
568,19,2023-12-28,28,30
569,19,2023-12-29,25,30
570,19,2023-12-30,20,30
571,20,2023-12-01,48,30
572,20,2023-12-02,40,30
573,20,2023-12-03,37,30
574,20,2023-12-04,37,30
575,20,2023-12-05,27,30
576,20,2023-12-06,27,30
577,20,2023-12-07,113,30
578,20,2023-12-08,110,30
579,20,2023-12-09,107,30
580,20,2023-12-10,102,30
581,20,2023-12-11,98,30
582,20,2023-12-12,96,30
583,20,2023-12-13,95,30
584,20,2023-12-14,89,30
585,20,2023-12-15,81,30
586,20,2023-12-16,72,30
587,20,2023-12-17,68,30
588,20,2023-12-18,66,30
589,20,2023-12-19,65,30
590,20,2023-12-20,65,30
591,20,2023-12-21,61,30
592,20,2023-12-22,57,30
593,20,2023-12-23,50,30
594,20,2023-12-24,42,30
595,20,2023-12-25,33,30
596,20,2023-12-26,25,30
597,20,2023-12-27,20,30
598,20,2023-12-28,107,30
599,20,2023-12-29,105,30
600,20,2023-12-30,100,30
601,21,2023-12-01,170,30
602,21,2023-12-02,167,30
603,21,2023-12-03,165,30
604,21,2023-12-04,159,30
605,21,2023-12-05,159,30
606,21,2023-12-06,156,30
607,21,2023-12-07,153,30
608,21,2023-12-08,151,30
609,21,2023-12-09,148,30
610,21,2023-12-10,148,30
611,21,2023-12-11,139,30
612,21,2023-12-12,131,30
613,21,2023-12-13,129,30
614,21,2023-12-14,128,30
615,21,2023-12-15,123,30
616,21,2023-12-16,113,30
617,21,2023-12-17,113,30
618,21,2023-12-18,107,30
619,21,2023-12-19,97,30
620,21,2023-12-20,93,30
621,21,2023-12-21,85,30
622,21,2023-12-22,76,30
623,21,2023-12-23,76,30
624,21,2023-12-24,67,30
625,21,2023-12-25,67,30
626,21,2023-12-26,57,30
627,21,2023-12-27,56,30
628,21,2023-12-28,46,30
629,21,2023-12-29,46,30
630,21,2023-12-30,46,30
631,22,2023-12-01,73,30
632,22,2023-12-02,66,30
633,22,2023-12-03,60,30
634,22,2023-12-04,59,30
635,22,2023-12-05,51,30
636,22,2023-12-06,47,30
637,22,2023-12-07,40,30
638,22,2023-12-08,38,30
639,22,2023-12-09,35,30
640,22,2023-12-10,25,30
641,22,2023-12-11,65,30
642,22,2023-12-12,61,30
643,22,2023-12-13,55,30
644,22,2023-12-14,45,30
645,22,2023-12-15,44,30
646,22,2023-12-16,34,30
647,22,2023-12-17,26,30
648,22,2023-12-18,22,30
649,22,2023-12-19,101,30
650,22,2023-12-20,99,30
651,22,2023-12-21,93,30
652,22,2023-12-22,92,30
653,22,2023-12-23,84,30
654,22,2023-12-24,75,30
655,22,2023-12-25,74,30
656,22,2023-12-26,70,30
657,22,2023-12-27,69,30
658,22,2023-12-28,68,30
659,22,2023-12-29,61,30
660,22,2023-12-30,58,30
661,23,2023-12-01,97,30
662,23,2023-12-02,89,30
663,23,2023-12-03,86,30
664,23,2023-12-04,81,30
665,23,2023-12-05,75,30
666,23,2023-12-06,71,30
667,23,2023-12-07,69,30
668,23,2023-12-08,69,30
669,23,2023-12-09,61,30
670,23,2023-12-10,54,30
671,23,2023-12-11,51,30
672,23,2023-12-12,44,30
673,23,2023-12-13,39,30
674,23,2023-12-14,36,30
675,23,2023-12-15,36,30
676,23,2023-12-16,36,30
677,23,2023-12-17,26,30
678,23,2023-12-18,25,30
679,23,2023-12-19,24,30
680,23,2023-12-20,107,30
681,23,2023-12-21,100,30
682,23,2023-12-22,98,30
683,23,2023-12-23,97,30
684,23,2023-12-24,89,30
685,23,2023-12-25,88,30
686,23,2023-12-26,87,30
687,23,2023-12-27,83,30
688,23,2023-12-28,73,30
689,23,2023-12-29,70,30
690,23,2023-12-30,63,30
691,24,2023-12-01,121,30
692,24,2023-12-02,114,30
693,24,2023-12-03,114,30
694,24,2023-12-04,113,30
695,24,2023-12-05,111,30
696,24,2023-12-06,111,30
697,24,2023-12-07,107,30
698,24,2023-12-08,102,30
699,24,2023-12-09,92,30
700,24,2023-12-10,87,30
701,24,2023-12-11,81,30
702,24,2023-12-12,80,30
703,24,2023-12-13,79,30
704,24,2023-12-14,79,30
705,24,2023-12-15,79,30
706,24,2023-12-16,77,30
707,24,2023-12-17,67,30
708,24,2023-12-18,57,30
709,24,2023-12-19,55,30
710,24,2023-12-20,50,30
711,24,2023-12-21,45,30
712,24,2023-12-22,38,30
713,24,2023-12-23,29,30
714,24,2023-12-24,25,30
715,24,2023-12-25,24,30
716,24,2023-12-26,90,30
717,24,2023-12-27,88,30
718,24,2023-12-28,87,30
719,24,2023-12-29,81,30
720,24,2023-12-30,75,30
721,25,2023-12-01,162,30
722,25,2023-12-02,156,30
723,25,2023-12-03,149,30
724,25,2023-12-04,143,30
725,25,2023-12-05,133,30
726,25,2023-12-06,131,30
727,25,2023-12-07,130,30
728,25,2023-12-08,128,30
729,25,2023-12-09,128,30
730,25,2023-12-10,126,30
731,25,2023-12-11,125,30
732,25,2023-12-12,119,30
733,25,2023-12-13,110,30
734,25,2023-12-14,103,30
735,25,2023-12-15,94,30
736,25,2023-12-16,84,30
737,25,2023-12-17,77,30
738,25,2023-12-18,75,30
739,25,2023-12-19,66,30
740,25,2023-12-20,60,30
741,25,2023-12-21,55,30
742,25,2023-12-22,46,30
743,25,2023-12-23,46,30
744,25,2023-12-24,36,30
745,25,2023-12-25,34,30
746,25,2023-12-26,27,30
747,25,2023-12-27,20,30
748,25,2023-12-28,95,30
749,25,2023-12-29,88,30
750,25,2023-12-30,88,30
751,26,2023-12-01,62,30
752,26,2023-12-02,52,30
753,26,2023-12-03,47,30
754,26,2023-12-04,47,30
755,26,2023-12-05,37,30
756,26,2023-12-06,29,30
757,26,2023-12-07,20,30
758,26,2023-12-08,75,30
759,26,2023-12-09,65,30
760,26,2023-12-10,60,30
761,26,2023-12-11,52,30
762,26,2023-12-12,44,30
763,26,2023-12-13,35,30
764,26,2023-12-14,34,30
765,26,2023-12-15,28,30
766,26,2023-12-16,114,30
767,26,2023-12-17,111,30
768,26,2023-12-18,104,30
769,26,2023-12-19,99,30
770,26,2023-12-20,89,30
771,26,2023-12-21,79,30
772,26,2023-12-22,69,30
773,26,2023-12-23,63,30
774,26,2023-12-24,61,30
775,26,2023-12-25,53,30
776,26,2023-12-26,44,30
777,26,2023-12-27,44,30
778,26,2023-12-28,44,30
779,26,2023-12-29,34,30
780,26,2023-12-30,32,30
781,27,2023-12-01,172,30
782,27,2023-12-02,165,30
783,27,2023-12-03,163,30
784,27,2023-12-04,162,30
785,27,2023-12-05,155,30
786,27,2023-12-06,150,30
787,27,2023-12-07,147,30
788,27,2023-12-08,142,30
789,27,2023-12-09,138,30
790,27,2023-12-10,138,30
791,27,2023-12-11,130,30
792,27,2023-12-12,127,30
793,27,2023-12-13,119,30
794,27,2023-12-14,109,30
795,27,2023-12-15,103,30
796,27,2023-12-16,97,30
797,27,2023-12-17,94,30
798,27,2023-12-18,93,30
799,27,2023-12-19,86,30
800,27,2023-12-20,79,30
801,27,2023-12-21,70,30
802,27,2023-12-22,63,30
803,27,2023-12-23,62,30
804,27,2023-12-24,55,30
805,27,2023-12-25,48,30
806,27,2023-12-26,43,30
807,27,2023-12-27,42,30
808,27,2023-12-28,35,30
809,27,2023-12-29,25,30
810,27,2023-12-30,25,30
811,28,2023-12-01,70,30
812,28,2023-12-02,64,30
813,28,2023-12-03,64,30
814,28,2023-12-04,56,30
815,28,2023-12-05,48,30
816,28,2023-12-06,48,30
817,28,2023-12-07,47,30
818,28,2023-12-08,38,30
819,28,2023-12-09,29,30
820,28,2023-12-10,88,30
821,28,2023-12-11,80,30
822,28,2023-12-12,72,30
823,28,2023-12-13,69,30
824,28,2023-12-14,59,30
825,28,2023-12-15,49,30
826,28,2023-12-16,42,30
827,28,2023-12-17,37,30
828,28,2023-12-18,32,30
829,28,2023-12-19,32,30
830,28,2023-12-20,29,30
831,28,2023-12-21,22,30
832,28,2023-12-22,102,30
833,28,2023-12-23,93,30
834,28,2023-12-24,84,30
835,28,2023-12-25,77,30
836,28,2023-12-26,67,30
837,28,2023-12-27,62,30
838,28,2023-12-28,55,30
839,28,2023-12-29,54,30
840,28,2023-12-30,53,30
841,29,2023-12-01,106,30
842,29,2023-12-02,101,30
843,29,2023-12-03,96,30
844,29,2023-12-04,86,30
845,29,2023-12-05,82,30
846,29,2023-12-06,74,30
847,29,2023-12-07,66,30
848,29,2023-12-08,61,30
849,29,2023-12-09,60,30
850,29,2023-12-10,60,30
851,29,2023-12-11,58,30
852,29,2023-12-12,51,30
853,29,2023-12-13,49,30
854,29,2023-12-14,43,30
855,29,2023-12-15,42,30
856,29,2023-12-16,38,30
857,29,2023-12-17,29,30
858,29,2023-12-18,26,30
859,29,2023-12-19,23,30
860,29,2023-12-20,22,30
861,29,2023-12-21,79,30
862,29,2023-12-22,72,30
863,29,2023-12-23,69,30
864,29,2023-12-24,64,30
865,29,2023-12-25,63,30
866,29,2023-12-26,57,30
867,29,2023-12-27,57,30
868,29,2023-12-28,47,30
869,29,2023-12-29,37,30
870,29,2023-12-30,28,30
871,30,2023-12-01,74,30
872,30,2023-12-02,67,30
873,30,2023-12-03,57,30
874,30,2023-12-04,48,30
875,30,2023-12-05,40,30
876,30,2023-12-06,38,30
877,30,2023-12-07,31,30
878,30,2023-12-08,31,30
879,30,2023-12-09,23,30
880,30,2023-12-10,23,30
881,30,2023-12-11,92,30
882,30,2023-12-12,83,30
883,30,2023-12-13,76,30
884,30,2023-12-14,68,30
885,30,2023-12-15,66,30
886,30,2023-12-16,57,30
887,30,2023-12-17,55,30
888,30,2023-12-18,53,30
889,30,2023-12-19,52,30
890,30,2023-12-20,46,30
891,30,2023-12-21,36,30
892,30,2023-12-22,27,30
893,30,2023-12-23,88,30
894,30,2023-12-24,80,30
895,30,2023-12-25,74,30
896,30,2023-12-26,68,30
897,30,2023-12-27,59,30
898,30,2023-12-28,56,30
899,30,2023-12-29,52,30
900,30,2023-12-30,46,30
901,31,2023-12-01,133,30
902,31,2023-12-02,126,30
903,31,2023-12-03,124,30
904,31,2023-12-04,122,30
905,31,2023-12-05,116,30
906,31,2023-12-06,107,30
907,31,2023-12-07,99,30
908,31,2023-12-08,95,30
909,31,2023-12-09,87,30
910,31,2023-12-10,82,30
911,31,2023-12-11,74,30
912,31,2023-12-12,64,30
913,31,2023-12-13,61,30
914,31,2023-12-14,58,30
915,31,2023-12-15,55,30
916,31,2023-12-16,46,30
917,31,2023-12-17,42,30
918,31,2023-12-18,32,30
919,31,2023-12-19,27,30
920,31,2023-12-20,75,30
921,31,2023-12-21,65,30
922,31,2023-12-22,63,30
923,31,2023-12-23,55,30
924,31,2023-12-24,47,30
925,31,2023-12-25,37,30
926,31,2023-12-26,32,30
927,31,2023-12-27,31,30
928,31,2023-12-28,26,30
929,31,2023-12-29,98,30
930,31,2023-12-30,89,30
