order_id,order_date,supplier_id,product_id,order_quantity,expected_delivery_date
197,2023-12-05,12,5,139,2023-12-13
198,2023-11-28,11,1,117,2023-12-19
199,2023-09-08,4,28,102,2023-09-27
200,2023-11-22,15,46,49,2023-11-30
201,2023-08-11,6,47,143,2023-08-27
202,2023-11-30,9,40,147,2023-12-07
203,2023-09-05,15,28,197,2023-09-13
204,2023-10-31,9,21,72,2023-11-07
205,2023-02-14,9,29,72,2023-02-21
206,2023-08-26,19,40,181,2023-09-09
207,2023-07-14,11,2,136,2023-08-04
208,2023-06-16,6,32,64,2023-07-02
209,2023-07-01,9,22,81,2023-07-08
210,2023-11-02,9,36,12,2023-11-09
211,2023-09-22,7,6,71,2023-10-04
212,2023-07-28,16,36,71,2023-08-03
213,2023-12-20,16,42,192,2023-12-26
214,2023-09-09,15,2,33,2023-09-17
215,2023-05-31,8,26,187,2023-06-19
216,2023-05-05,10,43,158,2023-05-23
217,2023-07-08,16,36,145,2023-07-14
218,2023-06-26,14,48,150,2023-07-08
219,2023-06-19,12,45,126,2023-06-27
220,2023-05-19,10,17,69,2023-06-06
221,2023-03-03,7,21,40,2023-03-15
222,2023-10-02,6,13,65,2023-10-18
223,2023-09-05,9,47,160,2023-09-12
224,2023-09-26,20,19,35,2023-10-04
225,2023-04-10,10,15,102,2023-04-28
226,2023-04-02,10,1,191,2023-04-20
227,2023-10-01,5,18,21,2023-10-12
228,2023-01-28,18,19,188,2023-02-23
229,2023-03-06,16,7,13,2023-03-12
230,2023-10-21,10,31,132,2023-11-08
231,2023-08-14,11,12,23,2023-09-04
232,2023-05-10,16,8,26,2023-05-16
233,2023-07-25,16,5,157,2023-07-31
234,2023-11-19,2,10,48,2023-11-25
235,2023-10-16,10,6,73,2023-11-03
236,2023-03-02,18,49,116,2023-03-28
237,2023-11-07,20,40,67,2023-11-15
238,2023-09-25,13,29,123,2023-10-17
239,2023-06-02,19,28,88,2023-06-16
240,2023-10-19,20,4,166,2023-10-27
241,2023-02-20,7,41,64,2023-03-04
242,2023-05-16,3,11,71,2023-06-09
243,2023-03-30,18,5,50,2023-04-25
244,2023-01-02,14,29,186,2023-01-14
245,2023-11-01,16,19,18,2023-11-07
246,2023-04-29,10,46,82,2023-05-17
247,2023-12-26,15,5,185,2024-01-03
248,2023-04-30,9,41,160,2023-05-07
249,2023-12-05,7,28,39,2023-12-17
250,2023-10-06,8,42,48,2023-10-25
251,2023-05-17,5,5,25,2023-05-28
252,2023-03-26,10,39,155,2023-04-13
253,2023-05-28,15,8,129,2023-06-05
254,2023-12-19,10,45,113,2024-01-06
255,2023-05-20,17,35,136,2023-05-30
256,2023-08-13,3,39,20,2023-09-06
257,2023-08-10,11,39,74,2023-08-31
258,2023-01-14,3,15,182,2023-02-07
259,2023-10-22,19,2,182,2023-11-05
260,2023-05-18,19,3,54,2023-06-01
261,2023-08-29,17,42,123,2023-09-08
262,2023-05-23,6,38,121,2023-06-08
263,2023-11-22,16,6,130,2023-11-28
264,2023-06-28,14,22,92,2023-07-10
265,2023-12-10,4,11,94,2023-12-29
266,2023-07-30,16,19,179,2023-08-05
267,2023-07-25,18,3,126,2023-08-20
268,2023-02-15,11,17,92,2023-03-08
269,2023-03-01,13,33,10,2023-03-23
270,2023-12-03,18,30,115,2023-12-29
271,2023-01-28,7,34,102,2023-02-09
272,2023-11-15,16,41,123,2023-11-21
273,2023-01-27,7,18,150,2023-02-08
274,2023-03-09,10,29,188,2023-03-27
275,2023-09-06,4,2,171,2023-09-25
276,2023-11-08,8,46,50,2023-11-27
277,2023-06-09,18,1,151,2023-07-05
278,2023-07-28,3,15,39,2023-08-21
279,2023-08-25,4,42,49,2023-09-13
280,2023-09-13,10,33,190,2023-10-01
281,2023-05-20,14,31,130,2023-06-01
282,2023-05-05,15,36,47,2023-05-13
283,2023-07-16,7,39,140,2023-07-28
284,2023-03-11,3,18,116,2023-04-04
285,2023-06-24,17,18,10,2023-07-04
286,2023-05-25,10,38,158,2023-06-12
287,2023-12-04,16,10,124,2023-12-10
288,2023-10-03,16,23,95,2023-10-09
289,2023-10-10,18,25,126,2023-11-05
290,2023-06-14,7,45,71,2023-06-26
291,2023-10-20,13,15,115,2023-11-11
292,2023-01-23,11,48,131,2023-02-13
293,2023-12-28,13,25,179,2024-01-19
294,2023-11-30,5,32,19,2023-12-11
295,2023-03-06,17,38,94,2023-03-16
296,2023-02-21,15,7,144,2023-03-01
297,2023-08-22,1,47,46,2023-09-16
298,2023-07-29,5,5,130,2023-08-09
299,2023-05-16,11,40,187,2023-06-06
300,2023-07-23,3,22,182,2023-08-16
301,2023-10-01,13,21,170,2023-10-23
302,2023-09-07,18,3,168,2023-10-03
303,2023-02-05,8,41,185,2023-02-24
304,2023-05-28,8,48,33,2023-06-16
305,2023-08-11,4,49,172,2023-08-30
306,2023-12-27,4,29,52,2024-01-15
307,2023-12-22,10,2,21,2024-01-09
308,2023-06-16,2,19,101,2023-06-22
309,2023-07-11,14,10,72,2023-07-23
310,2023-09-29,14,37,184,2023-10-11
311,2023-04-03,6,12,30,2023-04-19
312,2023-11-09,13,40,184,2023-12-01
313,2023-05-04,16,38,46,2023-05-10
314,2023-04-29,15,41,75,2023-05-07
315,2023-08-24,9,43,12,2023-08-31
316,2023-08-27,10,44,149,2023-09-14
317,2023-03-22,3,29,98,2023-04-15
318,2023-10-28,10,41,118,2023-11-15
319,2023-12-20,9,30,87,2023-12-27
320,2023-04-12,13,31,37,2023-05-04
321,2023-05-02,13,37,101,2023-05-24
322,2023-10-22,10,45,85,2023-11-09
323,2023-01-12,13,18,12,2023-02-03
324,2023-10-17,2,39,200,2023-10-23
325,2023-09-12,10,50,68,2023-09-30
326,2023-11-07,12,15,172,2023-11-15
327,2023-04-08,20,17,183,2023-04-16
328,2023-12-04,5,41,34,2023-12-15
329,2023-11-18,2,20,122,2023-11-24
330,2023-01-18,19,24,197,2023-02-01
331,2023-03-09,3,19,93,2023-04-02
332,2023-08-01,6,13,43,2023-08-17
333,2023-10-04,12,34,138,2023-10-12
334,2023-05-20,6,17,133,2023-06-05
335,2023-06-01,11,8,129,2023-06-22
336,2023-02-08,5,49,67,2023-02-19
337,2023-12-13,13,36,103,2024-01-04
338,2023-02-16,13,1,77,2023-03-10
339,2023-10-02,4,30,104,2023-10-21
340,2023-12-11,9,38,107,2023-12-18
341,2023-11-23,12,7,182,2023-12-01
342,2023-04-30,16,2,168,2023-05-06
343,2023-10-15,11,40,66,2023-11-05
344,2023-11-28,3,41,128,2023-12-22
345,2023-12-25,10,42,114,2024-01-12
346,2023-03-01,5,3,19,2023-03-12
347,2023-06-05,16,8,34,2023-06-11
348,2023-05-01,18,9,109,2023-05-27
349,2023-08-21,12,43,200,2023-08-29
350,2023-12-23,18,27,160,2024-01-18
351,2023-03-21,14,42,35,2023-04-02
352,2023-09-08,20,27,81,2023-09-16
353,2023-01-17,12,14,123,2023-01-25
354,2023-08-16,8,24,35,2023-09-04
355,2023-12-18,12,35,175,2023-12-26
356,2023-07-03,2,26,80,2023-07-09
357,2023-04-08,4,30,33,2023-04-27
358,2023-12-06,7,42,173,2023-12-18
359,2023-11-02,1,4,95,2023-11-27
360,2023-05-05,5,37,62,2023-05-16
361,2023-02-05,18,14,160,2023-03-03
362,2023-04-21,8,22,47,2023-05-10
363,2023-11-02,1,18,47,2023-11-27
364,2023-03-08,18,17,54,2023-04-03
365,2023-02-26,1,9,13,2023-03-23
366,2023-07-03,8,38,92,2023-07-22
367,2023-01-09,6,17,23,2023-01-25
368,2023-03-06,14,34,39,2023-03-18
369,2023-02-02,16,29,102,2023-02-08
370,2023-09-20,19,7,125,2023-10-04
371,2023-09-15,8,40,21,2023-10-04
372,2023-12-04,17,20,127,2023-12-14
373,2023-11-26,1,4,132,2023-12-21
374,2023-07-25,14,44,37,2023-08-06
375,2023-09-09,15,5,30,2023-09-17
376,2023-06-14,20,10,26,2023-06-22
377,2023-03-06,9,40,172,2023-03-13
378,2023-10-27,18,46,93,2023-11-22
379,2023-07-15,20,34,85,2023-07-23
380,2023-08-21,17,39,120,2023-08-31
381,2023-02-20,4,42,176,2023-03-11
382,2023-10-10,7,28,125,2023-10-22
383,2023-04-27,14,22,126,2023-05-09
384,2023-07-24,14,47,34,2023-08-05
385,2023-06-10,14,21,180,2023-06-22
386,2023-05-11,12,10,185,2023-05-19
387,2023-08-31,3,6,31,2023-09-24
388,2023-02-17,14,7,200,2023-03-01
389,2023-07-10,5,36,25,2023-07-21
390,2023-10-28,18,36,94,2023-11-23
391,2023-12-10,4,27,100,2023-12-29
392,2023-12-07,14,47,23,2023-12-19
393,2023-05-28,20,20,100,2023-06-05
394,2023-02-23,19,33,64,2023-03-09
395,2023-03-21,16,15,37,2023-03-27
396,2023-06-29,18,24,39,2023-07-25
397,2023-05-23,19,15,119,2023-06-06
398,2023-10-15,20,40,182,2023-10-23
399,2023-11-26,18,2,165,2023-12-22
400,2023-12-03,9,2,56,2023-12-10
401,2023-05-20,10,22,99,2023-06-07
402,2023-01-04,6,10,154,2023-01-20
403,2023-12-03,13,5,46,2023-12-25
404,2023-11-21,1,6,145,2023-12-16
405,2023-04-21,13,27,126,2023-05-13
406,2023-06-24,6,24,89,2023-07-10
407,2023-06-16,19,39,31,2023-06-30
408,2023-01-27,5,11,168,2023-02-07
409,2023-01-26,3,18,123,2023-02-19
410,2023-12-05,14,32,165,2023-12-17
411,2023-08-15,14,18,65,2023-08-27
412,2023-09-20,4,23,120,2023-10-09
413,2023-02-26,10,44,183,2023-03-16
414,2023-10-31,16,34,180,2023-11-06
415,2023-06-07,2,15,111,2023-06-13
416,2023-11-03,2,1,62,2023-11-09
417,2023-06-04,7,50,45,2023-06-16
418,2023-05-11,10,21,40,2023-05-29
419,2023-01-04,16,48,120,2023-01-10
420,2023-03-31,5,25,146,2023-04-11
421,2023-12-27,8,33,153,2024-01-15
422,2023-12-09,12,5,111,2023-12-17
423,2023-01-22,14,2,127,2023-02-03
424,2023-02-09,11,37,119,2023-03-02
425,2023-10-21,13,46,173,2023-11-12
426,2023-08-02,10,8,113,2023-08-20
427,2023-01-11,11,11,168,2023-02-01
428,2023-08-24,12,6,121,2023-09-01
429,2023-02-24,8,28,160,2023-03-15
430,2023-07-25,17,6,111,2023-08-04
431,2023-06-08,11,15,95,2023-06-29
432,2023-03-28,3,33,172,2023-04-21
433,2023-02-28,17,33,59,2023-03-10
434,2023-06-28,12,47,175,2023-07-06
435,2023-03-17,8,7,47,2023-04-05
436,2023-05-12,7,12,164,2023-05-24
437,2023-03-20,3,12,170,2023-04-13
438,2023-09-10,15,49,154,2023-09-18
439,2023-10-24,15,44,154,2023-11-01
440,2023-11-26,20,21,170,2023-12-04
441,2023-06-11,5,29,27,2023-06-22
442,2023-08-29,15,41,87,2023-09-06
443,2023-05-21,19,4,100,2023-06-04
444,2023-09-17,3,20,128,2023-10-11
445,2023-08-20,2,4,104,2023-08-26
446,2023-05-27,3,42,33,2023-06-20
447,2023-11-11,20,33,108,2023-11-19
448,2023-08-25,19,36,199,2023-09-08
449,2023-01-22,15,37,176,2023-01-30
450,2023-04-07,11,39,131,2023-04-28
451,2023-09-14,5,4,125,2023-09-25
452,2023-02-22,11,46,31,2023-03-15
453,2023-09-16,6,3,73,2023-10-02
454,2023-12-29,15,29,144,2024-01-06
455,2023-09-25,20,11,103,2023-10-03
456,2023-07-10,10,25,114,2023-07-28
457,2023-06-23,20,4,171,2023-07-01
458,2023-11-28,11,5,94,2023-12-19
459,2023-02-18,18,44,108,2023-03-16
460,2023-05-26,9,47,178,2023-06-02
461,2023-11-05,5,22,30,2023-11-16
462,2023-10-26,5,23,89,2023-11-06
463,2023-12-02,13,9,162,2023-12-24
464,2023-12-29,3,20,153,2024-01-22
465,2023-07-12,11,9,181,2023-08-02
466,2023-12-26,17,6,175,2024-01-05
467,2023-12-10,14,33,102,2023-12-22
468,2023-01-10,12,20,56,2023-01-18
469,2023-04-20,11,50,134,2023-05-11
470,2023-04-09,8,9,49,2023-04-28
471,2023-02-09,10,7,139,2023-02-27
472,2023-10-04,17,3,179,2023-10-14
473,2023-06-22,20,9,162,2023-06-30
474,2023-07-12,5,11,56,2023-07-23
475,2023-12-21,20,11,194,2023-12-29
476,2023-08-13,2,27,103,2023-08-19
477,2023-12-13,8,29,166,2024-01-01
478,2023-05-26,15,15,146,2023-06-03
479,2023-05-03,10,31,59,2023-05-21
480,2023-07-08,19,29,128,2023-07-22
481,2023-05-25,13,33,145,2023-06-16
482,2023-08-03,6,13,164,2023-08-19
483,2023-03-12,9,4,174,2023-03-19
484,2023-09-04,12,36,36,2023-09-12
485,2023-12-31,17,8,82,2024-01-10
486,2023-02-12,6,18,125,2023-02-28
487,2023-09-20,5,28,33,2023-10-01
488,2023-04-24,15,23,16,2023-05-02
489,2023-08-01,2,26,138,2023-08-07
490,2023-07-11,8,25,30,2023-07-30
491,2023-07-11,8,2,91,2023-07-30
492,2023-02-20,11,10,45,2023-03-13
493,2023-01-20,10,31,188,2023-02-07
494,2023-03-13,16,29,167,2023-03-19
495,2023-01-03,3,2,75,2023-01-27
496,2023-04-21,5,36,196,2023-05-02
497,2023-11-08,17,28,38,2023-11-18
498,2023-05-28,8,20,41,2023-06-16
499,2023-01-25,8,27,173,2023-02-13
500,2023-11-15,15,5,38,2023-11-23
501,2023-09-13,20,35,14,2023-09-21
502,2023-11-20,17,37,71,2023-11-30
503,2023-03-15,10,28,10,2023-04-02
504,2023-11-11,12,16,156,2023-11-19
505,2023-08-02,6,43,181,2023-08-18
506,2023-02-13,17,24,27,2023-02-23
507,2023-09-27,18,33,139,2023-10-23
508,2023-10-11,1,25,130,2023-11-05
509,2023-01-23,13,24,74,2023-02-14
510,2023-01-09,12,5,98,2023-01-17
511,2023-05-04,4,50,158,2023-05-23
512,2023-06-20,5,3,100,2023-07-01
513,2023-10-07,11,42,54,2023-10-28
514,2023-12-17,15,45,132,2023-12-25
515,2023-11-20,6,9,26,2023-12-06
516,2023-08-23,2,19,61,2023-08-29
517,2023-01-23,7,3,90,2023-02-04
518,2023-06-08,17,26,149,2023-06-18
519,2023-08-31,9,3,175,2023-09-07
520,2023-04-08,10,23,22,2023-04-26
521,2023-12-02,11,18,41,2023-12-23
522,2023-07-08,14,26,200,2023-07-20
523,2023-08-14,13,22,57,2023-09-05
524,2023-09-12,16,24,142,2023-09-18
525,2023-05-17,3,47,118,2023-06-10
526,2023-02-10,14,39,56,2023-02-22
527,2023-10-07,10,21,36,2023-10-25
528,2023-02-10,11,43,85,2023-03-03
529,2023-06-06,15,39,193,2023-06-14
530,2023-08-07,6,45,123,2023-08-23
531,2023-06-29,15,3,196,2023-07-07
532,2023-06-30,20,28,80,2023-07-08
533,2023-11-24,2,5,181,2023-11-30
534,2023-11-23,13,24,141,2023-12-15
535,2023-12-14,6,2,46,2023-12-30
536,2023-11-08,15,3,42,2023-11-16
537,2023-02-04,8,50,175,2023-02-23
538,2023-07-07,12,25,155,2023-07-15
539,2023-01-17,20,10,183,2023-01-25
540,2023-08-19,12,24,123,2023-08-27
541,2023-02-09,19,9,145,2023-02-23
542,2023-07-07,13,21,176,2023-07-29
543,2023-05-23,8,8,16,2023-06-11
544,2023-04-06,16,34,109,2023-04-12
545,2023-10-15,4,17,76,2023-11-03
546,2023-12-27,15,14,166,2024-01-04
547,2023-05-27,16,13,41,2023-06-02
548,2023-03-11,3,29,54,2023-04-04
549,2024-01-01,15,6,184,2024-01-09
550,2023-06-13,12,46,26,2023-06-21
551,2023-10-09,18,19,86,2023-11-04
552,2023-03-22,6,24,140,2023-04-07
553,2023-04-25,4,13,45,2023-05-14
554,2023-05-02,16,2,102,2023-05-08
555,2023-10-11,19,24,129,2023-10-25
556,2023-10-10,5,40,32,2023-10-21
557,2023-02-03,10,26,193,2023-02-21
558,2023-09-03,17,27,114,2023-09-13
559,2023-10-22,3,9,91,2023-11-15
560,2023-11-25,3,29,129,2023-12-19
561,2023-12-15,17,23,42,2023-12-25
562,2023-10-10,19,12,43,2023-10-24
563,2023-08-10,17,4,41,2023-08-20
564,2023-09-23,5,20,52,2023-10-04
565,2023-03-24,11,46,67,2023-04-14
566,2023-06-27,17,19,30,2023-07-07
567,2023-05-09,7,41,151,2023-05-21
568,2023-05-21,5,41,87,2023-06-01
569,2023-11-11,18,6,138,2023-12-07
570,2023-11-25,6,38,158,2023-12-11
571,2023-03-20,6,43,169,2023-04-05
572,2023-11-06,11,37,20,2023-11-27
573,2023-01-15,3,3,174,2023-02-08
574,2023-10-23,9,42,63,2023-10-30
575,2023-10-20,14,40,173,2023-11-01
576,2023-01-16,16,41,149,2023-01-22
577,2023-05-29,10,31,72,2023-06-16
578,2023-12-17,13,20,126,2024-01-08
579,2023-02-07,2,11,122,2023-02-13
580,2023-08-01,16,30,62,2023-08-07
581,2023-06-24,20,10,90,2023-07-02
582,2023-06-13,12,26,43,2023-06-21
583,2023-07-09,17,36,37,2023-07-19
584,2023-06-13,8,30,41,2023-07-02
585,2023-05-17,15,16,46,2023-05-25
586,2023-02-19,2,19,108,2023-02-25
587,2023-11-12,14,16,50,2023-11-24
588,2023-06-17,19,47,90,2023-07-01
589,2023-04-08,6,32,141,2023-04-24
590,2023-08-28,16,20,137,2023-09-03
591,2023-01-12,3,26,139,2023-02-05
592,2023-08-23,8,14,159,2023-09-11
593,2023-06-30,2,4,82,2023-07-06
594,2023-09-11,20,42,182,2023-09-19
595,2023-08-29,10,35,12,2023-09-16
596,2023-02-25,14,9,77,2023-03-09
597,2023-07-07,13,24,21,2023-07-29
598,2023-07-25,2,37,153,2023-07-31
599,2023-04-10,12,36,83,2023-04-18
600,2023-02-07,13,33,125,2023-03-01
601,2023-10-09,9,40,184,2023-10-16
602,2023-11-09,4,9,34,2023-11-28
603,2023-07-21,12,22,152,2023-07-29
604,2023-07-07,5,13,164,2023-07-18
605,2023-09-18,13,33,20,2023-10-10
606,2023-01-24,2,9,192,2023-01-30
607,2023-06-20,16,34,126,2023-06-26
608,2023-03-18,20,33,45,2023-03-26
609,2023-06-17,20,21,51,2023-06-25
610,2023-07-21,20,48,86,2023-07-29
611,2023-10-31,11,33,140,2023-11-21
612,2023-09-30,16,46,154,2023-10-06
613,2023-06-03,16,2,104,2023-06-09
614,2023-06-19,4,27,159,2023-07-08
615,2023-06-07,1,39,131,2023-07-02
616,2023-05-16,19,37,68,2023-05-30
617,2023-01-27,19,31,53,2023-02-10
618,2023-09-26,20,50,107,2023-10-04
619,2023-03-17,8,3,156,2023-04-05
620,2023-12-25,4,13,14,2024-01-13
621,2023-08-14,11,27,48,2023-09-04
622,2023-07-31,7,27,138,2023-08-12
623,2023-11-10,16,48,196,2023-11-16
624,2023-02-01,5,34,63,2023-02-12
625,2023-10-15,11,43,132,2023-11-05
626,2023-09-27,13,21,54,2023-10-19
627,2023-08-24,18,22,149,2023-09-19
628,2023-07-01,9,40,133,2023-07-08
629,2023-04-09,8,18,152,2023-04-28
630,2023-06-02,8,20,83,2023-06-21
631,2023-12-27,7,45,190,2024-01-08
632,2023-09-08,11,31,99,2023-09-29
633,2023-10-14,9,19,41,2023-10-21
